,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
940,RaviRan96708804,stright forward,,35,55,13640,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
941,kaniskcom,"Writer, Blogger, IT Professionals, जनेऊ और रुद्राक्ष धारण करता हूं।  हिंदू और हिंदुत्व एक है, नकली गांधी से नफरत है। उसके साथ हूं जो देश के साथ है।",,72,24,3705,0,@ShefVaidya #ShraddhaWalkar #AftabAminPoonawalla millord very much impressed by Aftab and direct Delhi police to don't use third degree because he still love with shardha because he kept her cut head in the fridge and see everyday. Court also direct Kapil sibble and singhvi to take his case,"['ShraddhaWalkar', 'AftabAminPoonawalla']"
942,BibhasMohanta,,Bhubaneswar,368,62,13810,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
943,raashtrawadi,"Nature lover, environmentalist, patriotic, software engineer by profession.  strongly believe in #eliminate_casteism_save_hinduism",Delhi,145,31,7632,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
944,AmuArora4,"Nature lover❤
Just a human being😊
🎂🎂25 Jan 🎂🎂",,30,35,2202,1,"Delhi's air quality in 'very poor' category on Saturday morning
#AQI #airqualityindex #Delhi

#TheRealTalkin (ANI) https://t.co/6Ar0DmxMKh","['AQI', 'airqualityindex', 'Delhi', 'TheRealTalkin']"
945,VashisthShubh,Live And Let Live.,Aukland_UK,73,35,5091,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
946,niksadda,"Struggling neh, Hustling",,396,29,6606,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
947,kamalsavla,Owner of Kamal Graphics. #Tech & #Automobile Enthusiastic. #FoodBlogger #TravelBlogger #LifestyleBlogger @foodiepunters,Mumbai,964,917,31443,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
948,PaigeOr43518333,Im simply one hell of a guy,,606,32,1201,2,"#Delhi, India to Bangkok, Thailand for only $232 USD roundtrip with @flySriLankan #Travel (Mar-Oct dates)

https://t.co/XDWgUBEQJc https://t.co/l2fQqnVxii","['Delhi', 'Travel']"
949,Anujkumar156,"🇮🇳🇮🇳धर्मो रक्षति रक्षितः🇮🇳🇮🇳
 कल का कायर हिन्दु आज का मुसुरमान है।और आज का कायर हिन्दु कल का मुसरमान होगा
    HHHजय हिंद🙏🙏🙏🙏",India,2952,1522,87040,4,"The people of Delhi are now fed up with the AAP government and Kejriwal, this time the people of Delhi will teach a lesson to new corruption, broken roads, pollution, dirty Yamuna, closed mohalla clinics and anti-national agenda.  Lotus will bloom again in MCD. 
#AAPExposed https://t.co/FN2kglaBRh",[]
950,Bhubaneswar2020,,"Dubai, United Arab Emirates",629,373,165121,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
951,BJP4Arunachal,"BHARATIYA JANATA PARTY,  Arunachal Pradesh",Itanagar,191,64866,43773,90,Joint press conference by Shri @adeshguptabjp and Shri @gauravbh in New Delhi.  https://t.co/YkeGmcdcAQ,[]
952,niksadda,"Struggling neh, Hustling",,396,29,6606,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
953,MahaveerM_,Proud Indian | Nation First | Hindu | Jain | Modinomics| Bharat Mata Ki Jai | Now UCC | 2 Child Policy | Blessed to be Followed by PM Modi,"Tamil Nadu, India",1518,74185,330237,24,"@PTI_News By this the Delhi high court has increased the Confidence of many more #AftabAminPoonawalla .

Are our Judicial system including Judges, becoming counterproductive in reducing crime ?",['AftabAminPoonawalla']
954,ModiIndianFans,"Prime Minister of India. ❤ Be United , बिना Follow करें करे गए तो माता रानी का श्राप लगेगा 😊 Soch lo👇Or Follow Karo | For Donation :https://t.co/yUO5GsGScV",India,62,2218,35259,130,"Arvind Kejriwal ka Satyendar Jain !

CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail.

#AAPExposed https://t.co/xwdS7RjyYP",[]
955,ChAkash99792952,"The world is different for me, not like  people think about it so I want to do a different thing to be a different person in the society.","Bhubaneshwar, India",91,39,4053,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
956,MetaMonks_Com,"A Meta Monk, Serial Entrepreneur, Crypto, Metaverse Explorer","San Francisco, CA",12,12,485,0,"Join Mr. Sunil David for the world’s leading technology conclave on 16th December 2022 at the PHD House, New Delhi. 

Register Now: https://t.co/mlknQlmZQx 

@almondsolns | @atechnosin |@worldtechconclave |@cryptoworldconf | @phdcci 

#PHDCCI #WorldTechConclave2022 #technology https://t.co/jgRasuyR08","['PHDCCI', 'WorldTechConclave2022', 'technology']"
957,ghosh121,FOLLOWS YOU,,1242,403,181396,72,"Video has come out of AAP minister Satyendra Jain enjoying foot massage inside Tihar jail

Today AAPians will try to spread rumor that Tihar jail is under Central govt

False!

Tihar jail is run by Dept of Prisons of Govt of Delhi!",[]
958,Immyself_P,welcome to ajay devgn kingdom,"Indiana, USA",803,768,115192,12,"800+ fast filling shows alone in Mumbai, Delhi &amp; Pune only don't know where tf is collection going of #Drishyam2.",['Drishyam2']
959,prudent_sourav,"Engineer who loves Country & Tea, Staunch Supporter of Shri @narendramodi. (💯% follow back)",Mumbai,2201,1932,87594,72,"Video has come out of AAP minister Satyendra Jain enjoying foot massage inside Tihar jail

Today AAPians will try to spread rumor that Tihar jail is under Central govt

False!

Tihar jail is run by Dept of Prisons of Govt of Delhi!",[]
960,Aamir85054118,,,599,5,267,1786,"What the hell! Delhi Police should handover the case to Team @ABPNews. 

https://t.co/JWDHIoAWTC",[]
961,piyush0714,"im fantastic human being, with best views & thoughts. RTs ≠ Endorsement",,862,455,30222,25,"Happy #InternationalMensDay to all the MEN who sacrifice their own happiness and comfort fr the sake of Family,Children,Society and Country. Join us today at 4 pm at B-40, Moti Nagar, Delhi to celebrate Manhood and Masculinity. Let's share our pain, and struggle together
#MenToo https://t.co/Vm3rJF6Fhc",['InternationalMensDay']
962,UnkIben,"RTs are not endorsements , Trisha ❤️🥰",,288,2323,31212,3940,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
963,arcane_dude,,,206,14,19139,91,"Major Syed Abul Quasim (27) is no more with us. He was suffering from dengue fever. Admitted in a Delhi Hospital, he took his last breath today.

RIP https://t.co/um2dO3U2oL",[]
964,Lalitha82,,Bangalore,155,254,47973,3940,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
965,xecular7,🙂,,950,442,67163,20,"A related myth that AAP uses to its advantage all the time

Yes, Delhi Police is under Central Govt

But to prosecute anyone in court for a crime committed in Delhi, consent of Delhi govt is needed.

So Delhi police cannot really do anything without consent of Delhi CM.",[]
966,Shubhchandra6,,Budha colony patna,356,37,45,3940,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
967,AnupMis41523388,,"Patna, India",92,15,1758,26,"Inaugurated the National Summit on 'Leadership in Positivity' organized by Dr Dnyaneshwar M Mulay, Member, National Human Rights Commission and presented the Life Time Achievement awards to Dr Prakash Amte and Dr Mandakini Amte at CSOI, New Delhi today. https://t.co/9YgQHSbfsL",[]
968,harikrishna,,,121,52,47616,864,"3 kids die after taking 'cough syrup' at Delhi's mohalla clinic, 13 hospitalised https://t.co/leiFByWq7b",[]
969,mm_nataraj,proud Indian pakka HINDU,"कर्नाटक, भारत",248,67,14571,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
970,Dharram03,,,175,6,3175,0,@ZeeBusiness Massage is free as per Kejruddin's Delhi Policy....,[]
971,deevrdn,,India,1966,609,144159,3940,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
972,sauru_1108,Indian,"Noida, India",156,20,1045,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
973,AyushBhajpayi,"A Swayam Sevak from the age of 9. Dharma, Nature, and Animals are my soul. @bjp4india is my blood ! My faith @AmitShah. Muzaffarnagar! Mahadev!🙏","Noida, India",1160,1838,100758,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
974,NaveenK75182920,"Spiritual seeker, Corporate Employee, Isha meditator and Volunteer","Bengaluru, India",271,47,2682,3940,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
975,rarkhan,I am an engineering graduate. Enjoy helping people. Always look positive side of any situation. Never disappoint with failure.,"Mumbai, India",101,39,14076,3940,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
976,FoolishApathy,"""The greatest enemy of knowledge is not ignorance, but the illusion of knowledge""
Conscious Common Man - @FoolishApathy on Koo","Chennai, India",57,68,9179,0,"@sbabones @ThePrintIndia @jomalhotra @nramind @the_hindu 
are conveniently asking EASY questions to @AudreyTruschke 

- Why there are no temples in #Delhi older than the Birla Mandir - IF he protected #Hindu Temples? 

#Intellectual #FakeNarrative is trending 
 
https://t.co/krmqZOEflP","['Delhi', 'Hindu', 'Intellectual', 'FakeNarrative']"
977,SkKumar31676634,student,"मथुरा, भारत",405,212,28825,613,Supreme Court judge Bela Trivedi was appointed as a judge on 15 Feb 2011 in the Gujarat HC. Delhi HC Judge Suresh Kait was appointed as a judge on 5 Sept 2008. He is senior to Trivedi. But Trivedi was made the judge of the Supreme Court. Don’t know why! #Casteist_Collegium https://t.co/dVsX7XLF6a,[]
978,sairabiyat,"Activist 
Artist",,184,39,6343,3940,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
979,VikasRajaMishr2,,,579,498,33792,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
980,ashiq13,,,116,36,20267,1786,"What the hell! Delhi Police should handover the case to Team @ABPNews. 

https://t.co/JWDHIoAWTC",[]
981,avoir1511,,,151,43,8715,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
982,Renubha66702887,,,60,98,10894,22,"Court directs Delhi Police not to use ‘third degree’ during Narco test on Aftab Amin Poonawala, who chopped Shraddha into 35 pieces

https://t.co/DOYhqZSFhE",[]
983,vipanku21691295,,,55,169,40481,3940,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
984,AdvDharme,Nation First🇮🇳,India,307,85,4238,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
985,Sridharkosgi,,"Vikarabad, India",480,78,4164,3940,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
986,Khan_Gani4,"अल्लाह की रहमत से ना उम्मीद मत होना।
किसी पे जुल्म मत करो न करने दो........
📢 मेरा पुराना   Account Suspend हो गया है @Khan_Gani3 😎","Indian, Star🇮🇳",746,409,4976,3940,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
987,dynamicsach,"followed by people who love INDIA, a prd Hindu, BJP/NAMO 2024, not politi'lly correct😉RTs may/nt b endorsements. NO DM pl. Not followed by @Narendramodi","London, England",1586,1187,120587,29,"Jail Minister Satyendra Jain getting foot massage in Tihar Jail, which is governed by Delhi government.

Arvind Kejriwal changed politics completely. https://t.co/W5xK9eUqOK",[]
988,rahman_JMI,"DELHI || JAMIA ll MAIT ll GGSIPU🇮🇳❤️ 

Electrical Engineer","New Delhi, India",4237,2369,5925,1786,"What the hell! Delhi Police should handover the case to Team @ABPNews. 

https://t.co/JWDHIoAWTC",[]
989,chavianupamjain,Writer                                               https://t.co/rQ9CQr6Nyg,"New Delhi, India",16,1103,198178,1,"#Sharddha If your daughter is having love affair in different religion - paste this poster in her room !! Sooner or later, She will also be killed !! #LoveJihad  #Love #Dhokha #Daughters #AftabAmeenPoonawala  #Mumbai #Delhi https://t.co/CgFbzn7U5f",['Sharddha']
990,ModiIndianFans,"Prime Minister of India. ❤ Be United , बिना Follow करें करे गए तो माता रानी का श्राप लगेगा 😊 Soch lo👇Or Follow Karo | For Donation :https://t.co/yUO5GsGScV",India,62,2218,35259,233,"Shameless Muslim Monster #AftabAminPoonawalla
burnt #ShraddhaWalkar's back with cigarette-tried to stab &amp; strangle her

@DelhiPolice MUST LEARN something from @Uppolice as to how to deal with such dreaded criminals

#LoveJihaad #MeraAbdulAisaNahiHai 
https://t.co/3LLGmcsFM8","['AftabAminPoonawalla', 'ShraddhaWalkar']"
